# WOLF (Wordnet Libre du Français)	fra	http://alpage.inria.fr/~sagot/wolf-en.html	CeCILL-C
00032299-r	fre:lemma	droit
00032299-r	fre:lemma	puissant
00032358-a	fre:lemma	autour de
00032497-a	fre:lemma	athlétique
00032497-a	fre:lemma	acrobatique
00032613-n	fre:lemma	bien
00032613-n	fre:lemma	propriété
00032733-a	fre:lemma	agile
00032733-a	fre:lemma	actif
00032733-a	fre:lemma	vif
00032733-a	fre:lemma	rapide
00032803-r	fre:lemma	vraiment
00032803-r	fre:lemma	vivement
00032803-r	fre:lemma	beaucoup
00032803-r	fre:lemma	maint
00032803-r	fre:lemma	nettement
00032803-r	fre:lemma	très
00032863-r	fre:lemma	dorénavant
00032863-r	fre:lemma	désormais
00033020-n	fre:lemma	communication
00033077-a	fre:lemma	chaud
00033077-a	fre:lemma	très
00033206-a	fre:lemma	hyperactif
00033308-r	fre:lemma	justement
00033421-r	fre:lemma	sur-le-champ
00033421-r	fre:lemma	immédiatement
00033421-r	fre:lemma	tout de suite
00033421-r	fre:lemma	illico
00033421-r	fre:lemma	aussitôt
00033421-r	fre:lemma	fissa
00033421-r	fre:lemma	instantanément
00033562-r	fre:lemma	légèrement
00033562-r	fre:lemma	lestement
00033574-a	fre:lemma	inactif
00033599-v	fre:lemma	sembler
00033599-v	fre:lemma	paraître
00033615-n	fre:lemma	somme
00033615-n	fre:lemma	nombre
00033615-n	fre:lemma	quantité
00033615-n	fre:lemma	volume
00033615-n	fre:lemma	mesure
00033663-r	fre:lemma	plutôt
00033663-r	fre:lemma	un peu
00033922-r	fre:lemma	bientôt
00033922-r	fre:lemma	prochainement
00033922-r	fre:lemma	incessamment
00033955-v	fre:lemma	hausser les épaules
00034032-a	fre:lemma	inactif
00034115-v	fre:lemma	chaude-pisse
00034115-v	fre:lemma	guêtre
00034137-r	fre:lemma	illico
00034213-n	fre:lemma	phénomène
00034288-v	fre:lemma	faire des grimaces
00034288-v	fre:lemma	grimace
00034322-a	fre:lemma	faiblard
00034479-n	fre:lemma	chose
00034572-a	fre:lemma	sédentaire
00034574-n	fre:lemma	amabilité
00034710-a	fre:lemma	actif
00034758-v	fre:lemma	faucher
00034945-r	fre:lemma	passionnément
00034948-v	fre:lemma	souffler
00035058-r	fre:lemma	beaucoup
00035058-r	fre:lemma	souvent
00035058-r	fre:lemma	fréquemment
00035074-a	fre:lemma	inactif
00035089-v	fre:lemma	faucon
00035189-n	fre:lemma	succès
00035189-n	fre:lemma	ouvrage
00035189-n	fre:lemma	haut fait
00035189-n	fre:lemma	aboutissement
00035189-n	fre:lemma	réalisation
00035189-n	fre:lemma	achèvement
00035189-n	fre:lemma	accomplissement
00035259-v	fre:lemma	douche
00035385-r	fre:lemma	rarement
00035448-v	fre:lemma	fomenter
00035465-a	fre:lemma	actif
00035491-r	fre:lemma	curieusement
00035718-r	fre:lemma	relativement
00035718-r	fre:lemma	assez
00035718-r	fre:lemma	modérément
00035718-r	fre:lemma	raisonnablement
00035718-r	fre:lemma	équitablement
00035758-v	fre:lemma	nettoyer
00035758-v	fre:lemma	laver
00035779-a	fre:lemma	actif
00035868-a	fre:lemma	vivant
00035891-n	fre:lemma	aliénation
00035978-a	fre:lemma	occupé
00036068-r	fre:lemma	démesurément
00036068-r	fre:lemma	immodérément
00036068-r	fre:lemma	abusivement
00036068-r	fre:lemma	excessivement
00036068-r	fre:lemma	outrageusement
00036178-v	fre:lemma	laver
00036254-a	fre:lemma	ouvrir
00036254-a	fre:lemma	ouvert
00036291-r	fre:lemma	légèrement
00036291-r	fre:lemma	assez
00036362-v	fre:lemma	laver
00036481-a	fre:lemma	inactif
00036609-r	fre:lemma	largement
00036609-r	fre:lemma	considérablement
00036762-n	fre:lemma	exploit
00036762-n	fre:lemma	haut fait
00036762-n	fre:lemma	effort
00036762-r	fre:lemma	en soi
00036762-r	fre:lemma	intrinsèquement
00036763-a	fre:lemma	sombre
00036763-a	fre:lemma	obscur
00036879-a	fre:lemma	mort
00036932-v	fre:lemma	savonner
00036932-v	fre:lemma	savon
00036935-r	fre:lemma	carrément
00036935-r	fre:lemma	certes
00036935-r	fre:lemma	décidément
00036935-r	fre:lemma	absolument
00036935-r	fre:lemma	emphatiquement
00036935-r	fre:lemma	pertinemment
00036935-r	fre:lemma	définitivement
00036935-r	fre:lemma	fortement
00036935-r	fre:lemma	certainement
00036998-a	fre:lemma	faiblard
00036998-a	fre:lemma	lent
00037006-n	fre:lemma	chef-d'œuvre
00037138-v	fre:lemma	gargarisme
00037138-v	fre:lemma	rincer
00037200-n	fre:lemma	crédit
00037226-r	fre:lemma	sincèrement
00037226-r	fre:lemma	réellement
00037226-r	fre:lemma	vraiment
00037226-r	fre:lemma	véritablement
00037298-v	fre:lemma	raser
00037396-n	fre:lemma	action
00037457-a	fre:lemma	actif
00037470-r	fre:lemma	certes
00037470-r	fre:lemma	en effet
00037470-r	fre:lemma	vraiment
00037470-r	fre:lemma	certainement
00037470-r	fre:lemma	bien sûr
00037641-r	fre:lemma	certes
00037641-r	fre:lemma	vraiment
00037680-v	fre:lemma	rasoir
00037757-a	fre:lemma	inactif
00037779-v	fre:lemma	tonsure
00037919-v	fre:lemma	baignoire
00037919-v	fre:lemma	baigner
00037919-v	fre:lemma	bain
00037919-v	fre:lemma	salle de bains
00037985-a	fre:lemma	impasse
00037985-a	fre:lemma	cul de sac
00037985-a	fre:lemma	sans issue
